Date,Open,High,Low,Close,Avg
6/1/2022,115.4000015,123.6800003,101.5299988,105.7600021,110.32
7/1/2022,106.0100021,111.4499969,90.55999756,98.62000275,100.21
8/1/2022,98.45999908,98.65000153,85.73000336,89.55000305,91.31
9/1/2022,88.83000183,90.38999939,76.25,79.48999786,82.04
10/1/2022,81.01999664,93.63999939,80.87000275,86.52999878,87.01
11/1/2022,86.43000031,93.73999786,73.59999847,80.55000305,82.63
12/1/2022,80.40000153,83.33999634,70.08000183,80.26000214,77.89
2/1/2023,79.05999756,80.62000275,72.25,77.05000305,76.64
3/1/2023,76.84999847,80.94000244,64.12000275,75.66999817,73.58
4/1/2023,80.09999847,83.52999878,73.93000031,76.77999878,78.08
5/1/2023,76.66000366,76.69000244,63.63999939,68.08999634,69.47
6/1/2023,67.59999847,75.05999756,66.80000305,70.63999939,70.83
7/1/2023,70.44999695,82,69.69000244,81.80000305,77.83
8/1/2023,81.73000336,84.88999939,77.58999634,83.62999725,82.04
9/1/2023,83.62999725,95.02999878,83.45999908,90.79000092,89.76
11/1/2023,81.48000336,83.59999847,72.16000366,75.95999908,77.24
12/1/2023,75.58999634,76.76000214,67.70999908,71.65000153,72.04
1/1/2024,71.70999908,79.29000092,69.27999878,75.84999847,74.81
2/1/2024,75.95999908,79.80000305,71.41000366,78.26000214,76.49
3/1/2024,78.27999878,83.84999847,76.79000092,83.16999817,81.27
4/1/2024,83.13999939,87.66999817,80.87999725,81.93000031,83.49
5/1/2024,81.48000336,81.56999969,76.15000153,76.98999786,78.24
6/1/2024,76.97000122,82.72000122,72.48000336,81.54000092,78.91
7/1/2024,81.44999695,84.51999664,74.58999634,77.91000366,79.01
8/1/2024,78.58999634,80.16000366,71.45999908,73.55000305,75.06
10/1/2024,68.41000366,78.45999908,66.33000183,69.26000214,71.35
11/1/2024,70.44000244,72.87999725,66.61000061,68,69.16
1/1/2025,71.84999847,80.76999664,71.79000092,72.52999878,75.03
2/1/2025,74.13999939,75.18000031,68.36000061,69.76000214,71.1
3/1/2025,69.94999695,71.83000183,65.22000122,71.48000336,69.51
4/1/2025,71.38999939,72.27999878,55.11999893,58.20999908,61.87
5/1/2025,58.15999985,64.19000244,55.29999924,60.79000092,60.09
7/1/2025,64.95999908,70.51000214,64.66999817,69.26000214,68.15
8/1/2025,69.34999847,69.58000183,61.93999863,64.01000214,65.18
9/1/2025,63.95000076,66.02999878,61.45000076,64.06999969,63.85
