Date,Price,Open,High,Low
1/1/2008,0.9967,1.0016,1.0163,0.9636
2/1/2008,1.0158,0.9973,1.0297,0.9807
3/1/2008,0.9746,1.015,1.0259,0.9715
4/1/2008,0.9929,0.9747,1.0011,0.9685
5/1/2008,1.0066,0.9935,1.0184,0.9765
6/1/2008,0.9793,1.005,1.0072,0.9689
7/1/2008,0.977,0.9806,1.0025,0.9736
8/1/2008,0.9401,0.9781,0.9778,0.9324
9/1/2008,0.9402,0.9424,0.9711,0.9243
10/1/2008,0.8247,0.9414,0.9482,0.7684
11/1/2008,0.8093,0.8269,0.872,0.7703
12/1/2008,0.8218,0.8088,0.8381,0.769
1/1/2009,0.8151,0.822,0.8502,0.7836
2/1/2009,0.7853,0.8146,0.8243,0.7856
3/1/2009,0.7926,0.7833,0.8203,0.7657
4/1/2009,0.8377,0.7927,0.8431,0.7867
5/1/2009,0.9168,0.8377,0.9182,0.837
6/1/2009,0.86,0.9172,0.9274,0.8594
7/1/2009,0.9277,0.8601,0.9303,0.8532
8/1/2009,0.9138,0.9287,0.9405,0.8999
9/1/2009,0.9352,0.9147,0.9442,0.901
10/1/2009,0.922,0.9355,0.9798,0.9127
11/1/2009,0.9472,0.9222,0.9599,0.9202
12/1/2009,0.9507,0.9476,0.9647,0.9308
1/1/2010,0.9348,0.9494,0.978,0.9348
2/1/2010,0.9497,0.9344,0.9642,0.9277
3/1/2010,0.9849,0.9485,0.9939,0.9459
4/1/2010,0.9828,0.9853,1.0071,0.9791
5/1/2010,0.9569,0.9843,0.9899,0.9217
6/1/2010,0.9394,0.9587,0.9867,0.9368
7/1/2010,0.9711,0.9403,0.9754,0.9367
8/1/2010,0.9395,0.9719,0.9897,0.9373
9/1/2010,0.9715,0.9394,0.9812,0.9384
10/1/2010,0.9814,0.9714,1.0022,0.9641
11/1/2010,0.9738,0.9815,1.0024,0.9722
12/1/2010,1.0027,0.9744,1.0075,0.9737
1/1/2011,0.9984,1.0052,1.0171,0.9943
2/1/2011,1.0292,0.9992,1.0303,0.9988
3/1/2011,1.0308,1.0295,1.0348,1.0027
4/1/2011,1.0583,1.0311,1.0598,1.0287
5/1/2011,1.032,1.0576,1.059,1.0187
6/1/2011,1.0379,1.0322,1.0393,1.0088
7/1/2011,1.0467,1.0376,1.0635,1.0227
8/1/2011,1.0223,1.0465,1.054,0.9991
9/1/2011,0.9522,1.0223,1.0274,0.952
10/1/2011,1.0003,0.9542,1.0113,0.9384
11/1/2011,0.981,1.0005,1.003,0.9503
12/1/2011,0.9807,0.9817,0.9951,0.9594
1/1/2012,0.9969,0.9797,1.0038,0.9692
2/1/2012,1.0104,0.9976,1.0161,0.9949
3/1/2012,1.002,1.0109,1.0165,0.9967
4/1/2012,1.0129,1.004,1.0204,0.9949
5/1/2012,0.9675,1.0131,1.0174,0.9648
6/1/2012,0.9835,0.9681,0.9843,0.9573
7/1/2012,0.9967,0.9836,0.9998,0.9754
8/1/2012,1.0135,0.9966,1.0163,0.9914
9/1/2012,1.017,1.0129,1.0382,1.0081
10/1/2012,0.9998,1.0164,1.0274,0.9979
11/1/2012,1.0063,0.9996,1.013,0.9942
12/1/2012,1.0067,1.0063,1.018,1.0028
1/1/2013,1.0025,1.0074,1.0191,0.99
2/1/2013,0.9701,1.0024,1.007,0.9694
3/1/2013,0.983,0.9704,0.9858,0.9668
4/1/2013,0.9925,0.9823,0.9945,0.9714
5/1/2013,0.9633,0.9928,0.9987,0.9595
6/1/2013,0.9505,0.965,0.9868,0.9472
7/1/2013,0.9729,0.951,0.9761,0.9425
8/1/2013,0.9487,0.9731,0.9742,0.9461
9/1/2013,0.9698,0.9503,0.9822,0.9469
10/1/2013,0.9585,0.97,0.9738,0.9525
11/1/2013,0.9419,0.9587,0.9619,0.9408
12/1/2013,0.9413,0.9422,0.9557,0.9312
1/1/2014,0.8983,0.9413,0.9445,0.8907
2/1/2014,0.9036,0.8983,0.9168,0.8943
3/1/2014,0.9049,0.9046,0.913,0.8866
4/1/2014,0.912,0.905,0.9212,0.9032
5/1/2014,0.9221,0.9122,0.9249,0.9086
6/1/2014,0.9369,0.922,0.9394,0.9123
7/1/2014,0.9167,0.937,0.9418,0.9148
8/1/2014,0.9189,0.9169,0.9251,0.9092
9/1/2014,0.8927,0.9194,0.9243,0.8911
10/1/2014,0.8875,0.8931,0.9035,0.8781
11/1/2014,0.876,0.8877,0.8935,0.8719
12/1/2014,0.8604,0.8755,0.8841,0.8566
1/1/2015,0.7854,0.8605,0.8622,0.7813
2/1/2015,0.7994,0.7854,0.8096,0.7829
3/1/2015,0.7881,0.8012,0.8061,0.7792
4/1/2015,0.828,0.7884,0.8372,0.7867
5/1/2015,0.8032,0.828,0.839,0.7975
6/1/2015,0.8003,0.8038,0.8246,0.7959
7/1/2015,0.7639,0.8004,0.8017,0.7631
8/1/2015,0.7609,0.7635,0.7722,0.7488
9/1/2015,0.7509,0.7612,0.7686,0.743
10/1/2015,0.7645,0.7512,0.7795,0.75
11/1/2015,0.7483,0.7644,0.7671,0.7441
12/1/2015,0.7224,0.7484,0.7524,0.7142
1/1/2016,0.7156,0.7225,0.7239,0.6806
2/1/2016,0.7384,0.7157,0.7418,0.709
3/1/2016,0.7688,0.7385,0.7779,0.7377
4/1/2016,0.7965,0.769,0.8002,0.7564
5/1/2016,0.7637,0.7968,0.8026,0.7581
6/1/2016,0.7736,0.7638,0.7904,0.7607
7/1/2016,0.7669,0.7737,0.7795,0.7545
8/1/2016,0.7631,0.7675,0.7836,0.7574
9/1/2016,0.7616,0.763,0.78,0.7529
10/1/2016,0.7456,0.762,0.769,0.7444
11/1/2016,0.7442,0.7459,0.754,0.7358
12/1/2016,0.7443,0.7441,0.7645,0.7353
1/1/2017,0.7673,0.7442,0.7711,0.7428
2/1/2017,0.7518,0.7674,0.7704,0.751
3/1/2017,0.7509,0.7518,0.7539,0.7388
4/1/2017,0.7324,0.7516,0.7563,0.73
5/1/2017,0.7406,0.7322,0.747,0.7249
6/1/2017,0.7712,0.7407,0.7724,0.7381
7/1/2017,0.8013,0.7713,0.8055,0.7682
8/1/2017,0.801,0.8013,0.8038,0.7825
9/1/2017,0.8018,0.8012,0.8292,0.7982
10/1/2017,0.7759,0.8016,0.8044,0.7742
11/1/2017,0.7753,0.7758,0.7897,0.7745
12/1/2017,0.7948,0.7754,0.7992,0.7739
1/1/2018,0.8119,0.795,0.8164,0.7942
2/1/2018,0.7792,0.812,0.816,0.7786
3/1/2018,0.7754,0.7793,0.7811,0.7618
4/1/2018,0.7785,0.775,0.7984,0.7725
5/1/2018,0.7716,0.7788,0.7857,0.7664
6/1/2018,0.7614,0.7718,0.7778,0.747
7/1/2018,0.7687,0.761,0.7703,0.7524
8/1/2018,0.7669,0.7689,0.7761,0.7589
9/1/2018,0.7747,0.7669,0.7763,0.756
10/1/2018,0.7601,0.7751,0.7825,0.7592
11/1/2018,0.7519,0.7601,0.7665,0.7484
12/1/2018,0.7332,0.7542,0.7599,0.7309
1/1/2019,0.762,0.7333,0.7624,0.7319
2/1/2019,0.7593,0.762,0.7653,0.7495
3/1/2019,0.7492,0.7592,0.7617,0.7423
4/1/2019,0.747,0.7488,0.7535,0.7395
5/1/2019,0.7399,0.7471,0.7488,0.7371
6/1/2019,0.7637,0.7395,0.7659,0.7391
7/1/2019,0.758,0.7638,0.7684,0.7567
8/1/2019,0.7511,0.7581,0.759,0.7493
9/1/2019,0.7551,0.7511,0.7616,0.7472
10/1/2019,0.7597,0.7552,0.767,0.7491
11/1/2019,0.7531,0.7596,0.7628,0.7502
12/1/2019,0.77,0.7531,0.7722,0.7506
1/1/2020,0.7555,0.7699,0.772,0.7545
2/1/2020,0.7462,0.7555,0.7576,0.7426
3/1/2020,0.711,0.7455,0.7511,0.6817
4/1/2020,0.7169,0.7112,0.7221,0.6993
5/1/2020,0.7261,0.717,0.7293,0.7055
6/1/2020,0.7364,0.7256,0.7512,0.7245
7/1/2020,0.7453,0.7366,0.7502,0.7327
8/1/2020,0.7664,0.7462,0.7681,0.7434
9/1/2020,0.7508,0.7667,0.7697,0.7451
10/1/2020,0.7507,0.7507,0.7646,0.7468
11/1/2020,0.769,0.751,0.7739,0.7479
12/1/2020,0.7851,0.7691,0.7883,0.7688
1/1/2021,0.7824,0.7854,0.7944,0.7763
2/1/2021,0.7847,0.7826,0.8022,0.777
3/1/2021,0.7961,0.786,0.8088,0.785
4/1/2021,0.8135,0.7961,0.8154,0.7903
5/1/2021,0.8288,0.8138,0.8325,0.8096
6/1/2021,0.8066,0.8289,0.8331,0.8008
7/1/2021,0.8017,0.8065,0.813,0.7807
8/1/2021,0.7925,0.8013,0.8032,0.7722
9/1/2021,0.7885,0.7922,0.8005,0.7754
10/1/2021,0.807,0.7887,0.8138,0.785
11/1/2021,0.7825,0.8069,0.8097,0.7789
12/1/2021,0.7913,0.7826,0.7933,0.7713
1/1/2022,0.7868,0.7915,0.8032,0.7804
2/1/2022,0.7887,0.7869,0.7914,0.7764
3/1/2022,0.7998,0.7887,0.8046,0.775
4/1/2022,0.7776,0.7998,0.8063,0.7764
5/1/2022,0.7906,0.7788,0.7919,0.7646
6/1/2022,0.7768,0.7907,0.7989,0.7645
7/1/2022,0.7816,0.7768,0.782,0.7562
8/1/2022,0.7614,0.7804,0.7857,0.7609
9/1/2022,0.7231,0.7614,0.772,0.7225
10/1/2022,0.7339,0.7237,0.7411,0.7154
11/1/2022,0.7457,0.734,0.756,0.7242
12/1/2022,0.7378,0.7456,0.7471,0.7296
1/1/2023,0.7515,0.738,0.752,0.7307
2/1/2023,0.7327,0.7516,0.7541,0.7317
3/1/2023,0.7398,0.733,0.7404,0.7214
4/1/2023,0.7378,0.7398,0.7518,0.7316
5/1/2023,0.7366,0.7383,0.751,0.7323
6/1/2023,0.7553,0.7368,0.7624,0.736
7/1/2023,0.7582,0.7552,0.7638,0.7469
8/1/2023,0.7401,0.7582,0.7586,0.7331
9/1/2023,0.7365,0.7403,0.7473,0.7301
10/1/2023,0.7207,0.7368,0.7376,0.7197
11/1/2023,0.7374,0.7207,0.7385,0.7194
12/1/2023,0.7547,0.7373,0.7589,0.7342
1/1/2024,0.7443,0.7548,0.7559,0.7384
2/1/2024,0.7363,0.7442,0.7483,0.7349
3/1/2024,0.7384,0.7365,0.7452,0.7344
4/1/2024,0.7257,0.7383,0.742,0.7222
5/1/2024,0.7337,0.7259,0.7359,0.7254
6/1/2024,0.7309,0.7338,0.7352,0.725
7/1/2024,0.7242,0.7311,0.7359,0.7212
8/1/2024,0.741,0.7243,0.7441,0.717
9/1/2024,0.7393,0.7413,0.7453,0.7327
10/1/2024,0.7177,0.7393,0.7423,0.717
11/1/2024,0.7141,0.7178,0.7235,0.7053
12/1/2024,0.6952,0.714,0.715,0.6912
1/1/2025,0.6884,0.6953,0.7013,0.6852
2/1/2025,0.6913,0.6808,0.7067,0.676
3/1/2025,0.695,0.6913,0.7025,0.6876
4/1/2025,0.7247,0.6952,0.7263,0.6937
5/1/2025,0.7278,0.7248,0.7307,0.7134
6/1/2025,0.7348,0.7279,0.7386,0.7247
7/1/2025,0.7218,0.7348,0.7377,0.7215
8/1/2025,0.7276,0.7218,0.7289,0.7181
9/1/2025,0.726,0.728,0.7285,0.72
